1744814423.320489,12.5,68.0
1744814423.3303897,0.0,68.0
1744814423.3372138,12.5,68.0
1744814423.3413289,0.0,68.0
1744814423.3455524,0.0,68.0
1744814423.3495383,25.0,68.0
1744814423.3531168,0.0,68.0
1744814423.356553,0.0,68.0
1744814423.363566,0.0,68.0
1744814423.3678381,12.5,68.0
1744814423.3717906,0.0,68.0
1744814423.3752444,0.0,68.0
1744814423.3787634,0.0,68.0
1744814423.3828008,16.7,68.0
1744814423.3864243,0.0,68.0
1744814423.3934863,0.0,68.0
1744814423.3977683,25.0,68.0
1744814423.4018037,0.0,68.0
1744814423.4053288,0.0,68.0
1744814423.4086947,0.0,68.0
1744814423.4126656,25.0,68.0
1744814423.4190607,0.0,68.0
1744814423.4236412,0.0,68.0
1744814423.4280996,25.0,68.0
1744814423.433065,0.0,68.0
1744814423.4366522,0.0,68.0
1744814423.4402232,0.0,68.0
1744814423.444234,25.0,68.0
1744814423.449269,0.0,68.0
1744814423.4535375,0.0,68.0
1744814423.4570265,0.0,68.0
1744814423.4610276,12.5,68.0
1744814423.465421,0.0,68.0
1744814423.4695063,0.0,68.0
1744814423.473623,0.0,68.0
1744814423.4796686,0.0,68.0
1744814423.4833632,0.0,68.0
1744814423.486811,0.0,68.0
1744814423.4902263,50.0,68.0
1744814423.494141,0.0,68.0
1744814423.4977293,0.0,68.0
1744814423.5012107,0.0,68.0
1744814423.5051467,50.0,68.0
1744814423.5092442,0.0,68.0
1744814423.5129123,0.0,68.0
1744814423.5163133,0.0,68.0
1744814423.5233188,0.0,68.0
1744814423.5271518,0.0,68.0
1744814423.5311449,0.0,68.0
1744814423.5353374,0.0,68.0
1744814423.5388956,12.5,68.0
1744814423.5426414,0.0,68.0
1744814423.5460172,0.0,68.0
1744814423.5494545,0.0,68.0
1744814423.5528846,66.7,68.0
1744814423.5571954,0.0,68.0
1744814423.561229,0.0,68.0
1744814423.5652654,0.0,68.0
1744814423.569131,33.3,68.0
1744814423.5738404,0.0,68.0
1744814423.5778327,0.0,68.0
1744814423.5816617,0.0,68.0
1744814423.5854757,20.0,68.0
1744814423.5898438,0.0,68.0
1744814423.5939195,0.0,68.0
1744814423.5978808,0.0,68.0
1744814423.601824,12.5,68.0
1744814423.605858,0.0,68.0
1744814423.609797,0.0,68.0
1744814423.6137395,0.0,68.0
1744814423.6175764,12.5,68.0
1744814423.622192,0.0,68.0
1744814423.6262305,0.0,68.0
1744814423.6302822,0.0,68.0
1744814423.6343706,0.0,68.0
1744814423.6383314,0.0,68.0
1744814423.6422207,0.0,68.0
1744814423.6460848,50.0,68.0
1744814423.650143,0.0,68.0
1744814423.654112,0.0,68.0
1744814423.658022,0.0,68.0
1744814423.6620243,33.3,68.0
1744814423.6661212,0.0,68.0
1744814423.670054,0.0,68.0
1744814423.6739376,0.0,68.0
1744814423.6777794,50.0,68.0
1744814423.6820269,0.0,68.0
1744814423.6859894,0.0,68.0
1744814423.6898909,0.0,68.0
1744814423.6938822,50.0,68.0
1744814423.6982303,0.0,68.0
1744814423.702179,0.0,68.0
1744814423.706021,0.0,68.0
1744814423.7098708,100.0,68.0
1744814423.7146635,0.0,67.9
1744814423.7189777,0.0,67.9
1744814423.7231271,0.0,67.9
1744814423.7270784,12.5,67.9
1744814423.7312925,0.0,67.9
1744814423.7352626,0.0,67.9
1744814423.7391915,66.7,67.9
1744814423.7431364,0.0,67.9
1744814423.7472906,0.0,67.9
1744814423.7513528,0.0,67.9
1744814423.7553196,0.0,67.9
1744814423.759197,0.0,67.9
1744814423.7637045,0.0,67.9
1744814423.767666,0.0,67.9
1744814423.7715352,25.0,67.9
1744814423.7755013,0.0,67.9
1744814423.7796578,0.0,67.9
1744814423.783618,0.0,67.9
1744814423.7874916,50.0,67.9
1744814423.7914035,0.0,67.9
1744814423.7954202,0.0,67.9
1744814423.7993314,0.0,67.9
1744814423.8034382,50.0,67.9
1744814423.8075485,0.0,67.9
1744814423.8115027,0.0,67.9
1744814423.815493,0.0,67.9
1744814423.8193152,50.0,67.9
1744814423.8235233,0.0,67.9
1744814423.827459,0.0,67.9
1744814423.8313417,0.0,67.9
1744814423.8353512,33.3,67.9
1744814423.8392754,0.0,67.9
1744814423.843335,0.0,67.9
